iter	Logloss
0	0.5504996338
1	0.4361700846
2	0.3752154134
3	0.3427412923
4	0.3134101563
5	0.2867143148
6	0.275351359
7	0.2555339559
8	0.2455522868
9	0.2302711995
10	0.2158924357
11	0.2113645426
12	0.2072064006
13	0.2037886963
14	0.1911600342
15	0.1814565226
16	0.1743749797
17	0.1673978678
18	0.1628395487
19	0.1614462891
20	0.1601622721
21	0.1561016846
22	0.1502519226
23	0.1464371847
24	0.1441817017
25	0.1432924805
26	0.1404413656
27	0.1382724406
28	0.1366616211
29	0.1355362142
30	0.1333740234
31	0.1321882935
32	0.1292260539
33	0.1275342407
34	0.12681132
35	0.1258825073
36	0.1252764893
37	0.1247410685
38	0.1240849406
39	0.1233173319
40	0.1218503825
41	0.1209182027
42	0.1202362061
43	0.1180962931
44	0.1170745443
45	0.1160890808
46	0.1152347412
47	0.1145758362
48	0.1138262736
49	0.1128577474
50	0.1122664185
51	0.1105702413
52	0.1099242757
53	0.1086428833
54	0.1075742594
55	0.1071141459
56	0.1060290527
57	0.1052918091
58	0.1044246114
59	0.1033259888
60	0.1030158183
61	0.1026216024
62	0.1016816305
63	0.101006958
64	0.1006621195
65	0.09962953695
66	0.09912115479
67	0.09813269043
68	0.09711824544
69	0.09606060791
70	0.09569809977
71	0.09523416138
72	0.09484587606
73	0.09419854736
74	0.09355281576
75	0.09287856038
76	0.09162590535
77	0.09105210368
78	0.09056213379
79	0.0900193278
80	0.08923012288
81	0.08856231689
82	0.08760555013
83	0.0872049764
84	0.08666025798
85	0.08626803589
86	0.08593863932
87	0.08573697917
88	0.08527727763
89	0.0847561849
90	0.08424479675
91	0.08276978556
92	0.08218630981
93	0.0813480835
94	0.0806270752
95	0.07956673686
96	0.07914533488
97	0.0784661967
98	0.07799947103
99	0.07765697225
100	0.07733976237
101	0.07673484294
102	0.07636688741
103	0.07564845785
104	0.07506141663
105	0.07436399841
106	0.0735208079
107	0.07317205811
108	0.0728409729
109	0.07247772725
110	0.07220803324
111	0.07189008586
112	0.07149738566
113	0.07076889038
114	0.07033945211
115	0.06977115885
116	0.06948633321
117	0.06886726379
118	0.06841231283
119	0.06765820821
120	0.06656315104
121	0.06614103699
122	0.06577959188
123	0.06511467489
124	0.0648907369
125	0.0645181783
126	0.06427184041
127	0.06393934631
128	0.06369720968
129	0.06350178528
130	0.06281355286
131	0.06202080282
132	0.06159223429
133	0.06139238993
134	0.06078457642
135	0.06044237264
136	0.05994256592
137	0.05958771769
138	0.05923571777
139	0.0583050588
140	0.05775815837
141	0.05739550781
142	0.05709327189
143	0.05703244527
144	0.05661448161
145	0.05628383382
146	0.05605085246
147	0.05586694336
148	0.05526190186
149	0.0550235494
150	0.05440205892
151	0.05392547607
152	0.05360628255
153	0.05306924438
154	0.05296467082
155	0.05259881083
156	0.05234674581
157	0.05178961182
158	0.05152851868
159	0.05087982686
160	0.05049797058
161	0.05003859456
162	0.04964201864
163	0.04940102641
164	0.04911659749
165	0.04850302633
166	0.04824130249
167	0.04773094686
168	0.04749355062
169	0.04680084229
170	0.04644058228
171	0.04614241536
172	0.04582525126
173	0.04547607422
174	0.04526194255
175	0.04492966207
176	0.04474372355
177	0.04455555216
178	0.04417976888
179	0.04407231649
180	0.04373417155
181	0.04334208679
182	0.04313027445
183	0.0429141744
184	0.04246610769
185	0.04204688009
186	0.04176311239
187	0.04145494588
188	0.04106013997
189	0.04063819631
190	0.04032163493
191	0.04017419942
192	0.03992927043
193	0.03962941996
194	0.03947644552
195	0.03925450389
196	0.03908687846
197	0.03886851756
198	0.03866968791
199	0.03861287181
